Comune;Provincia;Tipologia;Categoria;Denominazione;Indirizzo;Località;CAP;Sigla provincia;Codice ISTAT del comune;Telefono 1;Telefono 2;FAX;Sito internet;Indirizzo posta elettronica;Anno di riferimento;Longitudine;Latitudine
IMOLA;CITTA' METROPOLITANA DI BOLOGNA;Albergo;3 stelle;DA MATTEO;Via Bergullo , 55;;40026;BO;37032;0542 657066;339 8556230;0542 657066;;matteo.r12@libero.it;2015;11.71646;44.30852
IMOLA;CITTA' METROPOLITANA DI BOLOGNA;Albergo;3 stelle;EURO HOTEL;Via Ugo La Malfa, 7;;40026;BO;37032;0542 643950;366 9124523;0542 643878;www.eurohotelimola.com;info@eurohotelimola.com;2015;11.7312507;44.3760356
IMOLA;CITTA' METROPOLITANA DI BOLOGNA;Albergo;3 stelle;LA CANDELA;Via San Vitale, 175;OSTERIOLA;40026;BO;37032;370 3077185;;;;;2015;11.7598875;44.4605399
IMOLA;CITTA' METROPOLITANA DI BOLOGNA;Albergo;3 stelle;ZIO';Viale Antonio Nardozzi, 14;;40026;BO;37032;0542 35274;;0542 35627;www.hotelzioimola.com;info@hotelzioimola.com;2015;11.7077907;44.3570038
IMOLA;CITTA' METROPOLITANA DI BOLOGNA;Albergo;3 stelle sup.;IL MAGLIO;Via Provinciale Selice, 26;;40026;BO;37032;0542 642299;;0542 642280;www.hotelilmaglio.it;info@hotelilmaglio.it;2015;11.750401;44.396283
IMOLA;CITTA' METROPOLITANA DI BOLOGNA;Albergo;4 stelle;BEST WESTERN HOTEL OLIMPIA;Via Carlo Pisacane, 69;;40026;BO;37032;0542 28460;;0542 26500;www.hotelolimpia.com;info@hotelolimpia.com;2015;11.7254941;44.3481641
IMOLA;CITTA' METROPOLITANA DI BOLOGNA;Albergo;4 stelle;DONATELLO;Via Rossini, 25;;40026;BO;37032;0542 680800;;0542 680514;www.imolahotel.it;info@imolahotel.it;2015;11.6881138;44.3456029
IMOLA;CITTA' METROPOLITANA DI BOLOGNA;Albergo;4 stelle;MOLINO ROSSO;Via Provinciale Selice, 49;;40026;BO;37032;0542 63111;;0542 631163;www.hotelmolinorosso.com;info@hotelmolinorosso.com;2015;11.750401;44.396283
IMOLA;CITTA' METROPOLITANA DI BOLOGNA;Appartamenti ammobiliati;;APPARTAMENTI COMMERCIO;Piazza Caduti per la libertà, 6;;40026;BO;37032;392 3778319;392 3778319;;;;2015;11.713865;44.356042
IMOLA;CITTA' METROPOLITANA DI BOLOGNA;Appartamenti ammobiliati;;"APPARTAMENTO ""SAN DOMENICO""";Via Cavour , 27;;40026;BO;37032;388 1821104;347 0847837;;;adriana.assirelli@libero.it;2015;11.711873;44.355992
IMOLA;CITTA' METROPOLITANA DI BOLOGNA;Appartamenti ammobiliati;;ATELIER DELLA CASTELLINA;Via Laderchi, 1;;40026;BO;37032;0542 27670;339 3876386;;;atelierdellacastellina@gmail.com;2015;11.7169927;44.3524485
IMOLA;CITTA' METROPOLITANA DI BOLOGNA;Appartamenti ammobiliati;;CALLEGHERIE 21;Via Callegherie, 21;;40026;BO;37032;0542 26793;;0542 8931146;;info@callegherie21.it;2015;11.7171741;44.354829
IMOLA;CITTA' METROPOLITANA DI BOLOGNA;Appartamenti ammobiliati;;CASA IL LOGHETTO;Via Bergullo , 5/B;;40026;BO;37032;333 1285436;333 1285436;;;restafederica@libero.it;2015;11.7303898;44.3418847
IMOLA;CITTA' METROPOLITANA DI BOLOGNA;Appartamenti ammobiliati;;FONDO SEGHETTA;Via Montecatone, 8;;40026;BO;37032;0542 44357;;;www.primola-bedandbreakfast.com;giulia.camilla@alice.it;2015;11.646787;44.3556007
IMOLA;CITTA' METROPOLITANA DI BOLOGNA;Appartamenti ammobiliati;;IL GLICINE;Via Comezzano, 12;;40026;BO;37032;0542 684482;;;;;2015;11.6536068;44.3427685
IMOLA;CITTA' METROPOLITANA DI BOLOGNA;Appartamenti ammobiliati;;LOVE AND MORE HOUSE;Vicolo Troni, 2;;40026;BO;37032;347 5749669;;;http://loveandmore.eu/;info@loveandmore.eu;2015;11.713703;44.354093
IMOLA;CITTA' METROPOLITANA DI BOLOGNA;Appartamenti ammobiliati;;MARIANI EZIO APPARTAMENTI;Via Suore , 38;;40026;BO;37032;0542 22927;;;;ezio.mariani@alice.it;2015;11.6232316;44.3429686
IMOLA;CITTA' METROPOLITANA DI BOLOGNA;Appartamenti ammobiliati;;SENESE PATRIZIA;Via Montecatone, 14/C;;40026;BO;37032;338 3950355;;;;senese.pat@gmail.com;2015;11.65223;44.356387
IMOLA;CITTA' METROPOLITANA DI BOLOGNA;Appartamenti ammobiliati;;VANNINI MAYCOL;Viale Saffi , 35;;40026;BO;37032;338 7173765;338 7173765;;;maycol.vannini@alice.it;2015;11.709252;44.352803
IMOLA;CITTA' METROPOLITANA DI BOLOGNA;Bed & Breakfast;;B&B LA CASA DEI PIOPPI;Via Correcchio, 156;;40026;BO;37032;0542 75040;338 9018888;0542 54615;;lacasadeipioppi.imola@gmail.com;2015;11.7374796;44.4172339
IMOLA;CITTA' METROPOLITANA DI BOLOGNA;Bed & Breakfast;;B&B LA CASA DI VIA APPIA;via Appia, 68;;40026;BO;37032;334 9914343;;;www.lacasadiviaappia.it;info@lacasadiviaappia.it;2015;11.715564;44.355238
IMOLA;CITTA' METROPOLITANA DI BOLOGNA;Bed & Breakfast;;B&B LA VENEZIANA;Via della Veneziana, 1;PONTICELLI;40026;BO;37032;333 7503575;;;;bentivogli@imolanet.com;2015;11.64162;44.31729
IMOLA;CITTA' METROPOLITANA DI BOLOGNA;Bed & Breakfast;;BEATRICE;Via Montessori, 22;;40026;BO;37032;0542 29372;;0542 22004;www.bedandbreakfastbeatrice.it;info@bedandbreakfastbeatrice.it;2015;11.7291882;44.3504053
IMOLA;CITTA' METROPOLITANA DI BOLOGNA;Bed & Breakfast;;CÀ DEGLI OLMI;Via Pediano, 44;;40026;BO;37032;0542 657215;340 9262613;;www.cadegliolmi.com;dana.calzolari@gmail.com;2015;11.7097464;44.3143082
IMOLA;CITTA' METROPOLITANA DI BOLOGNA;Bed & Breakfast;;CALLEGHERIE21 BOUTIQUE B+B;Via Callegherie, 21;;40026;BO;37032;0542 26793;348 2614837;;www.callegherie21.it;info@callegherie21.it;2015;11.7171741;44.354829
IMOLA;CITTA' METROPOLITANA DI BOLOGNA;Bed & Breakfast;;CA' MARUGA;Via Di Dozza, 40;SESTO IMOLESE;40026;BO;37032;0542 76052;;0542 76298;;smanara@libero.it;2015;11.678946;44.42203
IMOLA;CITTA' METROPOLITANA DI BOLOGNA;Bed & Breakfast;;CARDUCCI 19;Viale Carducci, 19;;40026;BO;37032;333 16238525;333 16238525;;;nicminganti@gmail.com;2015;11.7133369;44.356985
IMOLA;CITTA' METROPOLITANA DI BOLOGNA;Bed & Breakfast;;CORTE DI MAGGIO;Via Correcchiello, 2;;40026;BO;37032;348 4961369;;;;cortedimaggio@libero.it;2015;11.7290017;44.3946293
IMOLA;CITTA' METROPOLITANA DI BOLOGNA;Bed & Breakfast;;FONDO CA' VECJA;Via Montanara, 334;PONTICELLI;40026;BO;37032;0542 665194;334 3493183;0542 665194;www.primola-bedandbreakfast.com;veronica.cenni@virgilio.it;2015;11.6603834;44.3249367
IMOLA;CITTA' METROPOLITANA DI BOLOGNA;Bed & Breakfast;;G.M.;Via G. Carducci, 25/A;;40026;BO;37032;334 3989951;334 3989951;;;mauro.garbesi@libero.it;2015;11.712292;44.3574119
IMOLA;CITTA' METROPOLITANA DI BOLOGNA;Bed & Breakfast;;IL GIARDINO DI TIZ;Via Calunga Buore, 6;SELVA;40026;BO;37032;0542 609191;347 4100442;;;tizianaflavio@libero.it;2015;11.750822;44.329931
IMOLA;CITTA' METROPOLITANA DI BOLOGNA;Bed & Breakfast;;IL GIARDINO SEGRETO;Via Emilia, 94;;40026;BO;37032;0542 26315;;0542 35606;www.giardinosegretoimola.it;giardinosegretoimola@libero.it;2015;11.405791;44.338279
IMOLA;CITTA' METROPOLITANA DI BOLOGNA;Bed & Breakfast;;IL GIRASOLE 2;Via Pedagna, 4;;40026;BO;37032;347 3833577;338 4993970;;;federica.mucci93@gmail.com;2015;11.688483;44.341772
IMOLA;CITTA' METROPOLITANA DI BOLOGNA;Bed & Breakfast;;IL PICCHIO VERDE;Via Bel Poggio, 8/B;;40026;BO;37032;0542 43035;339 3661487;;;carolina.brini@gmail.com;2015;11.68884;44.360326
IMOLA;CITTA' METROPOLITANA DI BOLOGNA;Bed & Breakfast;;IMOLA BED & BREAKFAST;Via Porta, 14;;40026;BO;37032;380 3099042;380 3099042;;;imolabedandbreakfast@gmail.com;2015;11.717196;44.349678
IMOLA;CITTA' METROPOLITANA DI BOLOGNA;Bed & Breakfast;;LA COLLINETTA;Via Bergullo, 16;;40026;BO;37032;0542 26151;339 4492009;;;raffaelladamore@hotmail.com;2015;11.731781;44.3286428
IMOLA;CITTA' METROPOLITANA DI BOLOGNA;Bed & Breakfast;;LA DIMORA;Via Gambellara, 46;;40026;BO;37032;0542 642906;;;www.ladimoraimola.it;info@ladimoraimola.it;2015;11.7499421;44.4086814
IMOLA;CITTA' METROPOLITANA DI BOLOGNA;Bed & Breakfast;;L'OASI DI PASQUA;Via Lasie, 5;;40026;BO;37032;0542 641643;333 6063629;0542 641643;www.oasidipasquabeb.it;pasqua.tauro@email.it;2015;11.744234;44.370718
IMOLA;CITTA' METROPOLITANA DI BOLOGNA;Bed & Breakfast;;MERY;Via Papa Onorio II, 25;;40026;BO;37032;0542 626831;;;www.bedandbreakfast-mery.com;meri.vannini@gmail.com;2015;11.693727;44.35036
IMOLA;CITTA' METROPOLITANA DI BOLOGNA;Bed & Breakfast;;NOLA NUOVA;Via Suore, 32;MONTECATONE;40026;BO;37032;0542 684024;334 8923662;;www.webalice.it/casamazzanti;casamazzanti@alice.it;2015;11.6484822;44.3462153
IMOLA;CITTA' METROPOLITANA DI BOLOGNA;Bed & Breakfast;;PARCO DEI CEDRI;Via Molino Vecchio, 31;;40026;BO;37032;0542 25112;340 5904238;;;lorena.minardi@alice.it;2015;11.724753;44.35349
IMOLA;CITTA' METROPOLITANA DI BOLOGNA;Bed & Breakfast;;PORTA APPIA;Viale Carducci Giosuè, 2;;40026;BO;37032;0542 23245;338 6249012;0542 23884;;contabaccheria@alice.it;2015;11.716016;44.355731
IMOLA;CITTA' METROPOLITANA DI BOLOGNA;Bed & Breakfast;;SOLE LUNA;Via Ugo Cappelli, 2;;40026;BO;37032;338 9157575;338 9157575;;https://sites.google.com/site/solelunaimola/;nadiapallotta55@libero.it;2015;11.7296049;44.3768318
IMOLA;CITTA' METROPOLITANA DI BOLOGNA;Casa per ferie;;CASA DI ACCOGLIENZA ANNA GUGLIELMI COOP. SOC. ARL;Via Montecatone, 37;;40026;BO;37032;0542 661911;;0542 45062;www.casaguglielmi.com;info@casaguglielmi.com;2015;11.646787;44.3556007
IMOLA;CITTA' METROPOLITANA DI BOLOGNA;Casa per ferie;;PIO IX SEMINARIO DIOCESANO DI IMOLA;Via Montericco, 5;;40026;BO;37032;0542 40256;;0542 40996;;;2015;11.6820462;44.3495695
IMOLA;CITTA' METROPOLITANA DI BOLOGNA;Case e appartamenti per vacanze;;IMOLA RESIDENCE 2;Via Emilia, 142;;40026;BO;37032;346 17983875;346 17983875;;www.imolaresidence.it;booking@imolaresidence.it;2015;11.713039;44.353865
IMOLA;CITTA' METROPOLITANA DI BOLOGNA;Case e appartamenti per vacanze;1 categoria (4 soli);RESIDENCE LE QUERCE;Via XXV Aprile, 22;;40026;BO;37032;0542 641243;;0542 645300;;iral@fastmail.it;2015;11.7213;44.3575376
IMOLA;CITTA' METROPOLITANA DI BOLOGNA;Case e appartamenti per vacanze;2 categoria (3 soli);IMOLA VILLAGE;Via Manin, 1;;40026;BO;37032;0542 23014;;0542 23014;www.imolavillage.it;theorangevillage@gmail.com;2015;11.716799;44.351835
IMOLA;CITTA' METROPOLITANA DI BOLOGNA;Case e appartamenti per vacanze;3 categoria (2 soli);IMOLA RESIDENCE;Via Fratelli Bandiera, 22;;40026;BO;37032;346 7983875;;;www.imolaresidence.it;booking@imolaresidence.it;2015;11.7086342;44.3550703
LIZZANO IN BELVEDERE;CITTA' METROPOLITANA DI BOLOGNA;Affittacamere;;ANTICA LOCANDA LE CATLINELLE;Via Chiesina Farnè, 148;;40042;BO;37033;333 4029551;;;;fre1977@interfree.it;2015;10.8677256;44.163489
LIZZANO IN BELVEDERE;CITTA' METROPOLITANA DI BOLOGNA;Agriturismo;3 margherite;FATTORIE CASTELLI;Via Serra, 36;;40042;BO;37033;0534 53688;;0534 53111;www.fattoriecastelli.com;info@fattoriecastelli.it;2015;10.8956892;44.1640166
LIZZANO IN BELVEDERE;CITTA' METROPOLITANA DI BOLOGNA;Agriturismo;3 margherite;LA CASACCIA;Via Casaccia, 69;;40042;BO;37033;0534 56050;;0534 56050;www.cornoallescale.it;casaccia@computermax.it;2015;10.91525;44.18474
LIZZANO IN BELVEDERE;CITTA' METROPOLITANA DI BOLOGNA;Agriturismo;4 margherite;CA' GABRIELLI;Via Ca' Gabrielli, 153;;40042;BO;37033;0534 54049;;0534 54049;www.agriturismo-cagabrielli.com;cagabrielli@libero.it;2015;10.874;44.17047
LIZZANO IN BELVEDERE;CITTA' METROPOLITANA DI BOLOGNA;Albergo;1 stella;ANTICA LOCANDA ALPINA;Via Roma, 22;PIANACCIO;40042;BO;37033;0534 51300;;0534 51300;www.pianaccio.com;matilde.gentilini@gmail.com;2015;10.8723767;44.1364342
LIZZANO IN BELVEDERE;CITTA' METROPOLITANA DI BOLOGNA;Albergo;1 stella;NAPPINI DIPENDENZA;Via 3 Novembre, 101;;40042;BO;37033;0534 51011;;0534 51730;;nappo@iol.it;2015;10.8931271;44.1647357
LIZZANO IN BELVEDERE;CITTA' METROPOLITANA DI BOLOGNA;Albergo;1 stella;PENSIONE ANNA;Via della Pieve, 23;;40042;BO;37033;0534 51116;;0534 51116;;;2015;10.8930264;44.1631029
LIZZANO IN BELVEDERE;CITTA' METROPOLITANA DI BOLOGNA;Albergo;2 stelle;DELL'ACERO HOTEL RISTORANTE;Via Madonna dell'Acero, 182;;40042;BO;37033;0534 53118;;0534 53118;;;2015;10.82443;44.14934
LIZZANO IN BELVEDERE;CITTA' METROPOLITANA DI BOLOGNA;Albergo;2 stelle;VIDI;Via Panoramica, 47;VIDICIATICO;40042;BO;37033;0534 53054;;0534 53054;;;2015;10.874531;44.1669056
LIZZANO IN BELVEDERE;CITTA' METROPOLITANA DI BOLOGNA;Albergo;3 stelle;ADVENTURE PARK (EX CAPRIOLO);Piazza XXVII Settembre, 14;;40042;BO;37033;0534 54367;;;;;2015;10.8734813;44.1708966
LIZZANO IN BELVEDERE;CITTA' METROPOLITANA DI BOLOGNA;Albergo;3 stelle;APPENNINO;Via Marconi, 4;VIDICIATICO;40042;BO;37033;0534 53107;;0534 53107;;hotelappennino@libero.it;2015;10.8768796;44.1685924
LIZZANO IN BELVEDERE;CITTA' METROPOLITANA DI BOLOGNA;Albergo;3 stelle;BRUNA;Via Svolta, 20;;40042;BO;37033;0534 51035;;0534 51433;www.hotelbruna.it;info@hotelbruna.it;2015;10.8916;44.16452
LIZZANO IN BELVEDERE;CITTA' METROPOLITANA DI BOLOGNA;Albergo;3 stelle;CORNO ALLE SCALE;Via Marconi, 47;;40042;BO;37033;0534 53004;;0534 51503;www.cornoallescale.bo.it;hotelcornoallescale@libero.it;2015;10.8715277;44.1708074
LIZZANO IN BELVEDERE;CITTA' METROPOLITANA DI BOLOGNA;Albergo;3 stelle;CORSINI;Via Statale, 36;;40042;BO;37033;0534 53104;;0534 53111;www.hotelcorsini.it;info@hotelcorsini.it;2015;10.864727;44.200851
LIZZANO IN BELVEDERE;CITTA' METROPOLITANA DI BOLOGNA;Albergo;3 stelle;EVEREST;Via Madonna dell'Acero, 91;VIDICIATICO;40042;BO;37033;0534 53005;;0534 53005;www.hotel-everest.it;hotel_everest@obtappennino.it;2015;10.8826666;44.1709285
LIZZANO IN BELVEDERE;CITTA' METROPOLITANA DI BOLOGNA;Albergo;3 stelle;FARNETI;Via 3 Novembre, 95;;40042;BO;37033;0534 51051;;0534 50168;;hotelfarneti@libero.it;2015;10.8939368;44.1635683
LIZZANO IN BELVEDERE;CITTA' METROPOLITANA DI BOLOGNA;Albergo;3 stelle;IL FONDACCIO;Via Gasperini, 22;;40042;BO;37033;0534 51180;;0534 51180;www.ilfondaccio.altervista.org;ilfondaccio@libero.it;2015;10.8941619;44.1606841
LIZZANO IN BELVEDERE;CITTA' METROPOLITANA DI BOLOGNA;Albergo;3 stelle;IL MARTIGNANO;Via Roma, 51;;40042;BO;37033;0534 51597;;0534 51832;;hotelilmartignano@libero.it;2015;10.8928902;44.1609794
LIZZANO IN BELVEDERE;CITTA' METROPOLITANA DI BOLOGNA;Albergo;3 stelle;ITALIA;Via Marconi, 45;VIDICIATICO;40042;BO;37033;0534 53211;;0534 53859;www.hotelitalia.bo.it;info@hotelitalia.bo.it;2015;10.8723408;44.1705393
LIZZANO IN BELVEDERE;CITTA' METROPOLITANA DI BOLOGNA;Albergo;3 stelle;LA PIAZZETTA;Via Due Giugno, 2;;40042;BO;37033;0534 53276;;0534 53024;www.hotellapiazzetta.it;marioriccioni@libero.it;2015;10.8740022;44.1710207
LIZZANO IN BELVEDERE;CITTA' METROPOLITANA DI BOLOGNA;Albergo;3 stelle;LORY;Via Panoramica, 27;;40042;BO;37033;0534 53010;;0534 53061;;loryhotel@hotmail.com;2015;10.8741595;44.1697826
LIZZANO IN BELVEDERE;CITTA' METROPOLITANA DI BOLOGNA;Albergo;3 stelle;MIRAMONTI;Via Panoramica, 25;VIDICIATICO;40042;BO;37033;0534 53060;;0534 54030;;silviascazzieri@libero.it;2015;10.873902;44.1699543
LIZZANO IN BELVEDERE;CITTA' METROPOLITANA DI BOLOGNA;Albergo;3 stelle;MIRAVALLE 2000;Piazza Don Montanari, 2;;40042;BO;37033;0534 51044;;0534 51772;www.hotelmiravalle2000.it;info@hotelmiravalle2000.it;2015;10.8933523;44.1634726
LIZZANO IN BELVEDERE;CITTA' METROPOLITANA DI BOLOGNA;Albergo;3 stelle;MONTEGRANDE;Via Marconi, 27;VIDICIATICO;40042;BO;37033;0534 53210;;0534 54024;www.montegrande.it;info@montegrande.it;2015;10.8773748;44.1679453
LIZZANO IN BELVEDERE;CITTA' METROPOLITANA DI BOLOGNA;Albergo;3 stelle;MONTEPIZZO;Piazza Don A. Montanari, 1;;40042;BO;37033;0534 51055;;0534 51266;www.hotelmontepizzo.it;info@hotelmontepizzo.it;2015;10.8934054;44.1633509
LIZZANO IN BELVEDERE;CITTA' METROPOLITANA DI BOLOGNA;Albergo;3 stelle;NAPPINI;Via 3 Novembre, 101;;40042;BO;37033;0534 51011;;0534 51730;;nappo@iol.it;2015;10.8931271;44.1647357
LIZZANO IN BELVEDERE;CITTA' METROPOLITANA DI BOLOGNA;Albergo;3 stelle;PICCOLO HOTEL TANAMALIA;Piazza Guglielmo Marconi, 4;;40042;BO;37033;0534 51107;;0534 667541;www.piccolohoteltanamalia.it;info@piccolohoteltanamalia.it;2015;10.8939208;44.1615789
LIZZANO IN BELVEDERE;CITTA' METROPOLITANA DI BOLOGNA;Albergo;3 stelle;ROMANELLI;Via Direttissima, 21;QUERCIOLA;40042;BO;37033;0534 53127;;0534 53127;www.hotelromanelli.it;hotelromanelli@libero.it;2015;10.8869501;44.1923634
LIZZANO IN BELVEDERE;CITTA' METROPOLITANA DI BOLOGNA;Albergo;3 stelle;VAL CARLINA;Via Villaggio Nuovo, 33;VIDICIATICO;40042;BO;37033;0534 53160;;0534 53430;;valcarlina@libero.it;2015;10.8767754;44.1695424
LIZZANO IN BELVEDERE;CITTA' METROPOLITANA DI BOLOGNA;Albergo;3 stelle;VILLA SVIZZERA;Via Marconi, 15;VIDICIATICO;40042;BO;37033;0534 53925;;0534 53925;www.albergovillasvizzera.eu;info@albergovillasvizzera.eu;2015;10.877252;44.1680952
LIZZANO IN BELVEDERE;CITTA' METROPOLITANA DI BOLOGNA;Appartamenti ammobiliati;;COUNTRY HOUSE ROCCA CORNETA;Via Pedena di Rocca Corneta;;40042;BO;37033;051 6199219;;;www.countryhouserocca.it.;info@countryhouserocca.it.;2015;10.85638;44.21857
LIZZANO IN BELVEDERE;CITTA' METROPOLITANA DI BOLOGNA;Bed & Breakfast;;B AND B LE FRASCARE;Via Madonna dell'Acero , 99;;40042;BO;37033;000 000000;;;;;2015;10.8488779;44.1712059
LIZZANO IN BELVEDERE;CITTA' METROPOLITANA DI BOLOGNA;Bed & Breakfast;;MATTIOLI ANNA;Via Lastre, 16;;40042;BO;37033;347 4537619;;;;;2015;10.8903251;44.1370062
LIZZANO IN BELVEDERE;CITTA' METROPOLITANA DI BOLOGNA;Bed & Breakfast;;MATTIOLI FAUSTO;Via III Novembre, 63;;40042;BO;37033;0534 51026;;;;;2015;10.8942192;44.1627037
LIZZANO IN BELVEDERE;CITTA' METROPOLITANA DI BOLOGNA;Bed & Breakfast;;MATTIOLI ROBERTO;Via III Novembre, 63;;40042;BO;37033;0534 51144;;0534 51446;;;2015;10.8942192;44.1627037
LIZZANO IN BELVEDERE;CITTA' METROPOLITANA DI BOLOGNA;Casa per ferie;;CRDD LE DUE TORRI;Via Marconi, 11;;40042;BO;37033;0534 53192;;;;crddleduetorri1@virgilio.it;2015;10.8766145;44.168903
LIZZANO IN BELVEDERE;CITTA' METROPOLITANA DI BOLOGNA;Casa per ferie;;SAN MICHELE ARCANGELO;Via Molino di Sopra, 10;VIDICIATICO;40042;BO;37033;0534 53941;;0534 53941;www.fondazionegdo.it;info@fondazionepallavicini.it;2015;10.8677256;44.163489
LIZZANO IN BELVEDERE;CITTA' METROPOLITANA DI BOLOGNA;Residenza turistico alberghiera;3 stelle;VILLA FEDORA;Via Tre Novembre, 74;;40042;BO;37033;0534 51595;;;www.villafedora.it;info@villafedora.it;2015;10.8940744;44.1630883
LIZZANO IN BELVEDERE;CITTA' METROPOLITANA DI BOLOGNA;Residenza turistico alberghiera;4 stelle;BORGO PIANELLO;Località Pianello, 1;;40042;BO;37033;333 2297697;;;www.borgopianello.eu;info@borgopianello.eu;2015;10.894033;44.163298
LIZZANO IN BELVEDERE;CITTA' METROPOLITANA DI BOLOGNA;Rifugio alpino;;SEGAVECCHIA;Loc. Segavecchia;PIANACCIO;40042;BO;37033;0534 51264;;0534 51264;www.coopagritur.com;info@coopagritur.com;2015;10.8677256;44.163489
LOIANO;CITTA' METROPOLITANA DI BOLOGNA;Affittacamere;;ANTICO STRADELLO 1810 DI NEVOSI NIVES;Via Roma , 1/1;;40050;BO;37034;051 6545356;;;www.anticostradello1810.com;anticostradello1810@gmail.com;2015;11.324986;44.2651625
LOIANO;CITTA' METROPOLITANA DI BOLOGNA;Agriturismo;;PRATO GRANDE;VIA PRATO GRANDE, 3;;40050;BO;37034;051 6544032;;;www.agriturismopratogrande.com;ernestinasavorosi@gmail.com;2015;11.3227829;44.2416112
LOIANO;CITTA' METROPOLITANA DI BOLOGNA;Albergo;3 stelle;PINETA;Via Roma, 80;;40050;BO;37034;051 6550183;339 6661788;051 6547270;www.pineta-hotel.com;info@pineta-hotel.com;2015;11.3204097;44.2711252
LOIANO;CITTA' METROPOLITANA DI BOLOGNA;Albergo;4 stelle;PALAZZO LOUP;Via Santa Margherita, 21;;40050;BO;37034;051 6544040;;051 6544040;www.palazzo-loup.it;info@palazzo-loup.it;2015;11.3272337;44.2634995
LOIANO;CITTA' METROPOLITANA DI BOLOGNA;Appartamenti ammobiliati;;BASSI BRUNA;Via Napoleonica, 7;;40050;BO;37034;340 2392938;;;;melegamassimo@iol.it;2015;11.317243;44.272519
LOIANO;CITTA' METROPOLITANA DI BOLOGNA;Appartamenti ammobiliati;;BASSI BRUNA 2;Via Napoleonica, 7;;40050;BO;37034;340 2392938;;;;melegamassimo@iol.it;2015;11.317243;44.272519
LOIANO;CITTA' METROPOLITANA DI BOLOGNA;Bed & Breakfast;;LA TANA DEGLI SCOIATTOLI;Via Napoleonica, 7;;40050;BO;37034;340 2392938;;;www.tsloiano.altervista.com;melegamassimo@iol.it;2015;11.317243;44.272519
LOIANO;CITTA' METROPOLITANA DI BOLOGNA;Case e appartamenti per vacanze;;CASA DI CINTI;Via San Vincenzo, 8/1;;40050;BO;37034;051 928033;339 7194796;;www.casadicinti.com;info@casadicinti.com;2015;11.321722;44.296102
LOIANO;CITTA' METROPOLITANA DI BOLOGNA;Case e appartamenti per vacanze;3 categoria (2 soli);LA CORTE DEI CELTI;Via del Poggio, 32;LA FONTE QUINZANO;40050;BO;37034;339 8283383;;051 6546180;http://lacortedeicelti.blogspot.com;lacortedeicelti@gmail.com;2015;11.363178;44.258885
LOIANO;CITTA' METROPOLITANA DI BOLOGNA;Residenza turistico alberghiera;2 stelle;RESIDENCE PINETA;Via Roma, 80;;40050;BO;37034;051 6550183;;051 6547270;;residence.pineta@tiscalinet.it;2015;11.3204235;44.2711388
LOIANO;CITTA' METROPOLITANA DI BOLOGNA;Residenza turistico alberghiera;3 stelle;IL BOSCHETTO RESIDENCE;Via del Boschetto, 33;;40050;BO;37034;051 6550280;;051 6543168;www.residenceboschetto.it;info@residenceboschetto.it;2015;11.3155085;44.2748052
MALALBERGO;CITTA' METROPOLITANA DI BOLOGNA;Affittacamere;;CORTE DEI GELSI;Via Del Corso, 145;ALTEDO;40051;BO;37035;347 5736390;;;;cortediluca2007@libero.it;2015;11.5086043;44.6590325
MALALBERGO;CITTA' METROPOLITANA DI BOLOGNA;Affittacamere;;I TULIPANI DI VERONICA ZANI;Via Nazionale , 150;ALTEDO;40051;BO;37035;339 1360777;;;;;2015;11.489573;44.671148
MALALBERGO;CITTA' METROPOLITANA DI BOLOGNA;Affittacamere;;L'ORCHIDEA DI DENIS MISURACA;Via Nazionale, 105;ALTEDO;40051;BO;37035;329 9165848;;;;lorchideaaltedo@gmail.com;2015;11.486545;44.6627675
MALALBERGO;CITTA' METROPOLITANA DI BOLOGNA;Agriturismo;3 margherite;AL NAVILE AGRITURISMO;Via Nazionale, 425;PEGOLA;40051;BO;37035;051 870486;;;http.//www.agriturismoalnavile.it;info@agriturismoalnavile.it;2015;11.5300156;44.7180199
MALALBERGO;CITTA' METROPOLITANA DI BOLOGNA;Agriturismo;3 margherite;MARGHERITA;Via Boschi, 135;ALTEDO;40051;BO;37035;051 6600547;;051 875829;www.agriturismomargherita.net;info@agriturismomargherita.net;2015;11.5213576;44.6739643
MALALBERGO;CITTA' METROPOLITANA DI BOLOGNA;Agriturismo;4 margherite;IL CUCCO;Via Nazionale, 83;ALTEDO;40051;BO;37035;051 6601124;;051 6601124;www.ilcucco.it;info@ilcucco.it;2015;11.453566;44.6191862
MALALBERGO;CITTA' METROPOLITANA DI BOLOGNA;Agriturismo;5 margherite;FATTORIA CORTE ROELI;Via Nazionale, 387;PEGOLA;40051;BO;37035;051 871687;;051 871687;www.fattoriacorteroeli.it;info@fattoriacorteroeli.it;2015;11.5344533;44.7186068
MALALBERGO;CITTA' METROPOLITANA DI BOLOGNA;Albergo;2 stelle;GARDEN;Via Nazionale, 217;ALTEDO;40051;BO;37035;051 871140;;051 871271;;;2015;11.4883787;44.6673413
MALALBERGO;CITTA' METROPOLITANA DI BOLOGNA;Albergo;3 stelle;PARADISO;Via Nazionale, 166;ALTEDO;40051;BO;37035;051 871222;;051 870604;www.hotel-paradiso.org;issai@libero.it;2015;11.48792;44.6665126
MALALBERGO;CITTA' METROPOLITANA DI BOLOGNA;Bed & Breakfast;;ALTEDO ALTA;Via Nazionale, 81;ALTEDO;40051;BO;37035;051 6601588;;051 6601588;;margheritatosatti@gmail.com;2015;11.4806695;44.648241
